Audiofile,start,end,class
test.wav,7467.08,7467.09,foreground
test.wav,7467.09,7467.15,background
test.wav,7467.15,7467.16,foreground
test.wav,7467.16,7467.19,background
test.wav,7467.19,7467.2,foreground
test.wav,7467.2,7467.24,background
test.wav,7467.24,7467.25,foreground
test.wav,7467.25,7467.33,background
test.wav,7467.33,7467.34,foreground
test.wav,7467.34,7467.38,background
test.wav,7467.38,7467.4,foreground
test.wav,7467.4,7467.43,background
test.wav,7467.43,7467.44,foreground
test.wav,7467.44,7467.49,background
test.wav,7467.49,7467.51,foreground
test.wav,7467.51,7467.53,background
test.wav,7467.53,7467.54,foreground
test.wav,7467.54,7467.56,background
test.wav,7467.56,7467.57,foreground
test.wav,7467.57,7467.58,background
test.wav,7467.58,7467.59,foreground
test.wav,7467.59,7467.64,background
test.wav,7467.64,7467.65,foreground
test.wav,7467.65,7467.66,background
test.wav,7467.66,7467.67,foreground
test.wav,7467.67,7467.68,background
test.wav,7467.68,7467.69,foreground
test.wav,7467.69,7467.7,background
test.wav,7467.7,7467.71,foreground
test.wav,7467.71,7467.75,background
test.wav,7467.75,7467.77,foreground
test.wav,7467.77,7467.94,background
test.wav,7467.94,7467.96,foreground
test.wav,7467.96,7467.99,background
test.wav,7467.99,7468.01,foreground
test.wav,7468.01,7468.03,background
test.wav,7468.03,7468.56,foreground
test.wav,7468.56,7468.57,background
test.wav,7468.57,7469.25,foreground
test.wav,7469.25,7469.26,background
test.wav,7469.26,7469.27,foreground
test.wav,7469.27,7469.28,background
test.wav,7469.28,7469.6,foreground
test.wav,7469.6,7469.62,background
test.wav,7469.62,7469.83,foreground
test.wav,7469.83,7469.86,background
test.wav,7469.86,7470.44,foreground
test.wav,7470.44,7470.45,background
test.wav,7470.45,7471.51,foreground
test.wav,7471.51,7471.53,background
test.wav,7471.53,7472.27,foreground
test.wav,7472.27,7472.28,background
test.wav,7472.28,7472.53,foreground
test.wav,7472.53,7472.54,background
test.wav,7472.54,7473.91,foreground
test.wav,7473.91,7473.93,background
test.wav,7473.93,7473.94,foreground
test.wav,7473.94,7473.96,background
test.wav,7473.96,7473.99,foreground
test.wav,7473.99,7474.03,background
test.wav,7474.03,7474.06,foreground
test.wav,7474.06,7474.07,background
test.wav,7474.07,7474.09,foreground
test.wav,7474.09,7474.11,background
test.wav,7474.11,7474.12,foreground
test.wav,7474.12,7474.13,background
test.wav,7474.13,7474.59,foreground
test.wav,7474.59,7474.6,background
test.wav,7474.6,7476.24,foreground
test.wav,7476.24,7476.25,background
test.wav,7476.25,7476.33,foreground
test.wav,7476.33,7476.35,background
test.wav,7476.35,7479.34,foreground
test.wav,7479.34,7479.36,background
test.wav,7479.36,7480.01,foreground
test.wav,7480.01,7480.02,background
test.wav,7480.02,7481.12,foreground
test.wav,7481.12,7481.13,background
test.wav,7481.13,7481.2,foreground
test.wav,7481.2,7481.21,background
test.wav,7481.21,7482.03,foreground
test.wav,7482.03,7482.04,background
test.wav,7482.04,7482.1,foreground
test.wav,7482.1,7482.11,background
test.wav,7482.11,7482.15,foreground
test.wav,7482.15,7482.17,background
test.wav,7482.17,7482.27,foreground
test.wav,7482.27,7482.48,background
test.wav,7482.48,7482.5,foreground
test.wav,7482.5,7482.53,background
test.wav,7482.53,7482.54,foreground
test.wav,7482.54,7482.6,background
test.wav,7482.6,7482.62,foreground
test.wav,7482.62,7482.69,background
test.wav,7482.69,7482.7,foreground
test.wav,7482.7,7482.71,background
test.wav,7482.71,7482.73,foreground
test.wav,7482.73,7482.74,background
test.wav,7482.74,7484.5,foreground
test.wav,7484.5,7484.53,background
test.wav,7484.53,7484.59,foreground
test.wav,7484.59,7484.6,background
test.wav,7484.6,7485.01,foreground
test.wav,7485.01,7485.03,background
test.wav,7485.03,7485.11,foreground
test.wav,7485.11,7485.13,background
test.wav,7485.13,7485.18,foreground
test.wav,7485.18,7485.19,background
test.wav,7485.19,7486.47,foreground
test.wav,7486.47,7486.48,background
test.wav,7486.48,7487.51,foreground
test.wav,7487.51,7487.52,background
test.wav,7487.52,7487.56,foreground
test.wav,7487.56,7487.57,background
test.wav,7487.57,7488.99,foreground
test.wav,7488.99,7489.1,background
test.wav,7489.1,7489.18,foreground
test.wav,7489.18,7489.19,background
test.wav,7489.19,7489.3,foreground
test.wav,7489.3,7489.33,background
test.wav,7489.33,7489.35,foreground
test.wav,7489.35,7489.38,background
test.wav,7489.38,7489.39,foreground
test.wav,7489.39,7489.45,background
test.wav,7489.45,7489.46,foreground
test.wav,7489.46,7489.47,background
test.wav,7489.47,7489.48,foreground
test.wav,7489.48,7489.49,background
test.wav,7489.49,7489.54,foreground
test.wav,7489.54,7489.55,background
test.wav,7489.55,7489.57,foreground
test.wav,7489.57,7489.58,background
test.wav,7489.58,7489.6,foreground
test.wav,7489.6,7489.69,background
test.wav,7489.69,7489.7,foreground
test.wav,7489.7,7489.72,background
test.wav,7489.72,7489.73,foreground
test.wav,7489.73,7489.74,background
test.wav,7489.74,7489.75,foreground
test.wav,7489.75,7489.76,background
test.wav,7489.76,7489.79,foreground
test.wav,7489.79,7489.8,background
test.wav,7489.8,7489.81,foreground
test.wav,7489.81,7489.85,background
test.wav,7489.85,7489.86,foreground
test.wav,7489.86,7489.88,background
test.wav,7489.88,7489.89,foreground
test.wav,7489.89,7489.94,background
test.wav,7489.94,7490.0,foreground
test.wav,7490.0,7490.05,background
test.wav,7490.05,7490.07,foreground
test.wav,7490.07,7490.08,background
test.wav,7490.08,7490.18,foreground
test.wav,7490.18,7490.2,background
test.wav,7490.2,7490.22,foreground
test.wav,7490.22,7490.24,background
test.wav,7490.24,7490.5,foreground
test.wav,7490.5,7490.51,background
test.wav,7490.51,7491.52,foreground
test.wav,7491.52,7491.53,background
test.wav,7491.53,7493.94,foreground
test.wav,7493.94,7494.08,background
test.wav,7494.08,7494.1,foreground
test.wav,7494.1,7494.25,background
test.wav,7494.25,7494.26,foreground
test.wav,7494.26,7494.39,background
test.wav,7494.39,7494.4,foreground
test.wav,7494.4,7494.46,background
test.wav,7494.46,7494.48,foreground
test.wav,7494.48,7494.63,background
test.wav,7494.63,7494.64,foreground
test.wav,7494.64,7494.66,background
test.wav,7494.66,7494.67,foreground
test.wav,7494.67,7494.7,background
test.wav,7494.7,7494.72,foreground
test.wav,7494.72,7494.73,background
test.wav,7494.73,7494.74,foreground
test.wav,7494.74,7494.76,background
test.wav,7494.76,7494.78,foreground
test.wav,7494.78,7494.79,background
test.wav,7494.79,7494.81,foreground
test.wav,7494.81,7494.82,background
test.wav,7494.82,7494.83,foreground
test.wav,7494.83,7494.84,background
test.wav,7494.84,7494.85,foreground
test.wav,7494.85,7494.88,background
test.wav,7494.88,7494.93,foreground
test.wav,7494.93,7494.94,background
test.wav,7494.94,7494.96,foreground
test.wav,7494.96,7494.97,background
test.wav,7494.97,7495.07,foreground
test.wav,7495.07,7495.08,background
test.wav,7495.08,7495.09,foreground
test.wav,7495.09,7495.1,background
test.wav,7495.1,7495.11,foreground
test.wav,7495.11,7495.14,background
test.wav,7495.14,7495.15,foreground
test.wav,7495.15,7495.16,background
test.wav,7495.16,7495.17,foreground
test.wav,7495.17,7495.18,background
test.wav,7495.18,7495.21,foreground
test.wav,7495.21,7495.25,background
test.wav,7495.25,7495.31,foreground
test.wav,7495.31,7495.33,background
test.wav,7495.33,7495.34,foreground
test.wav,7495.34,7495.35,background
test.wav,7495.35,7495.99,foreground
test.wav,7495.99,7496.02,background
test.wav,7496.02,7496.03,foreground
test.wav,7496.03,7496.05,background
test.wav,7496.05,7496.07,foreground
test.wav,7496.07,7496.08,background
test.wav,7496.08,7496.26,foreground
test.wav,7496.26,7496.27,background
test.wav,7496.27,7496.42,foreground
test.wav,7496.42,7496.45,background
test.wav,7496.45,7496.5,foreground
test.wav,7496.5,7496.82,background
test.wav,7496.82,7496.88,foreground
test.wav,7496.88,7496.89,background
test.wav,7496.89,7496.91,foreground
test.wav,7496.91,7497.03,background
test.wav,7497.03,7497.07,foreground
test.wav,7497.07,7497.24,background
test.wav,7497.24,7497.25,foreground
test.wav,7497.25,7497.35,background
test.wav,7497.35,7497.36,foreground
test.wav,7497.36,7497.37,background
test.wav,7497.37,7497.57,foreground
test.wav,7497.57,7497.58,background
test.wav,7497.58,7497.6,foreground
test.wav,7497.6,7497.62,background
test.wav,7497.62,7498.28,foreground
test.wav,7498.28,7498.29,background
test.wav,7498.29,7498.31,foreground
test.wav,7498.31,7499.11,background
test.wav,7499.11,7499.13,foreground
test.wav,7499.13,7499.18,background
test.wav,7499.18,7499.2,foreground
test.wav,7499.2,7499.3,background
test.wav,7499.3,7499.31,foreground
test.wav,7499.31,7499.32,background
test.wav,7499.32,7499.39,foreground
test.wav,7499.39,7499.47,background
test.wav,7499.47,7499.52,foreground
test.wav,7499.52,7499.54,background
test.wav,7499.54,7499.55,foreground
test.wav,7499.55,7499.56,background
test.wav,7499.56,7499.58,foreground
test.wav,7499.58,7499.59,background
test.wav,7499.59,7499.6,foreground
test.wav,7499.6,7499.61,background
test.wav,7499.61,7499.68,foreground
test.wav,7499.68,7499.69,background
test.wav,7499.69,7500.08,foreground
test.wav,7500.08,7500.12,background
test.wav,7500.12,7500.13,foreground
test.wav,7500.13,7500.14,background
test.wav,7500.14,7500.16,foreground
test.wav,7500.16,7500.17,background
test.wav,7500.17,7500.19,foreground
test.wav,7500.19,7500.2,background
test.wav,7500.2,7500.24,foreground
test.wav,7500.24,7500.25,background
test.wav,7500.25,7500.48,foreground
test.wav,7500.48,7500.5,background
test.wav,7500.5,7500.51,foreground
test.wav,7500.51,7500.62,background
test.wav,7500.62,7500.64,foreground
test.wav,7500.64,7500.65,background
test.wav,7500.65,7500.66,foreground
test.wav,7500.66,7500.68,background
test.wav,7500.68,7500.76,foreground
test.wav,7500.76,7500.78,background
test.wav,7500.78,7500.79,foreground
test.wav,7500.79,7500.83,background
test.wav,7500.83,7500.84,foreground
test.wav,7500.84,7500.85,background
test.wav,7500.85,7500.93,foreground
test.wav,7500.93,7501.15,background
test.wav,7501.15,7501.16,foreground
test.wav,7501.16,7501.35,background
test.wav,7501.35,7501.36,foreground
test.wav,7501.36,7501.4,background
test.wav,7501.4,7501.41,foreground
test.wav,7501.41,7501.42,background
test.wav,7501.42,7501.48,foreground
test.wav,7501.48,7501.49,background
test.wav,7501.49,7502.09,foreground
test.wav,7502.09,7502.16,background
test.wav,7502.16,7502.18,foreground
test.wav,7502.18,7502.21,background
test.wav,7502.21,7502.45,foreground
test.wav,7502.45,7502.46,background
test.wav,7502.46,7502.47,foreground
test.wav,7502.47,7502.59,background
test.wav,7502.59,7502.62,foreground
test.wav,7502.62,7502.64,background
test.wav,7502.64,7502.65,foreground
test.wav,7502.65,7502.66,background
test.wav,7502.66,7502.68,foreground
test.wav,7502.68,7502.83,background
test.wav,7502.83,7502.84,foreground
test.wav,7502.84,7502.85,background
test.wav,7502.85,7502.87,foreground
test.wav,7502.87,7502.9,background
test.wav,7502.9,7502.92,foreground
test.wav,7502.92,7502.96,background
test.wav,7502.96,7502.97,foreground
test.wav,7502.97,7502.98,background
test.wav,7502.98,7502.99,foreground
test.wav,7502.99,7503.03,background
test.wav,7503.03,7503.04,foreground
test.wav,7503.04,7503.26,background
test.wav,7503.26,7503.27,foreground
test.wav,7503.27,7503.33,background
test.wav,7503.33,7503.35,foreground
test.wav,7503.35,7503.36,background
test.wav,7503.36,7503.88,foreground
test.wav,7503.88,7503.89,background
test.wav,7503.89,7504.08,foreground
test.wav,7504.08,7504.09,background
test.wav,7504.09,7504.14,foreground
test.wav,7504.14,7504.15,background
test.wav,7504.15,7504.22,foreground
test.wav,7504.22,7504.24,background
test.wav,7504.24,7504.25,foreground
test.wav,7504.25,7504.26,background
test.wav,7504.26,7504.31,foreground
test.wav,7504.31,7504.32,background
test.wav,7504.32,7504.33,foreground
test.wav,7504.33,7504.34,background
test.wav,7504.34,7504.39,foreground
test.wav,7504.39,7504.43,background
test.wav,7504.43,7504.45,foreground
test.wav,7504.45,7504.46,background
test.wav,7504.46,7504.47,foreground
test.wav,7504.47,7504.48,background
test.wav,7504.48,7504.49,foreground
test.wav,7504.49,7504.51,background
test.wav,7504.51,7504.55,foreground
test.wav,7504.55,7504.56,background
test.wav,7504.56,7504.82,foreground
test.wav,7504.82,7504.83,background
test.wav,7504.83,7504.84,foreground
test.wav,7504.84,7504.85,background
test.wav,7504.85,7504.86,foreground
test.wav,7504.86,7504.9,background
test.wav,7504.9,7504.91,foreground
test.wav,7504.91,7504.94,background
test.wav,7504.94,7504.95,foreground
test.wav,7504.95,7505.0,background
test.wav,7505.0,7505.01,foreground
test.wav,7505.01,7505.02,background
test.wav,7505.02,7505.03,foreground
test.wav,7505.03,7505.05,background
test.wav,7505.05,7505.07,foreground
test.wav,7505.07,7505.08,background
test.wav,7505.08,7505.09,foreground
test.wav,7505.09,7505.11,background
test.wav,7505.11,7505.12,foreground
test.wav,7505.12,7505.14,background
test.wav,7505.14,7505.39,foreground
test.wav,7505.39,7505.4,background
test.wav,7505.4,7505.6,foreground
test.wav,7505.6,7505.61,background
test.wav,7505.61,7505.71,foreground
test.wav,7505.71,7505.82,background
test.wav,7505.82,7505.83,foreground
test.wav,7505.83,7505.93,background
test.wav,7505.93,7506.35,foreground
test.wav,7506.35,7506.37,background
test.wav,7506.37,7506.45,foreground
test.wav,7506.45,7506.46,background
test.wav,7506.46,7506.48,foreground
test.wav,7506.48,7506.49,background
test.wav,7506.49,7506.55,foreground
test.wav,7506.55,7506.56,background
test.wav,7506.56,7506.66,foreground
test.wav,7506.66,7506.78,background
test.wav,7506.78,7506.79,foreground
test.wav,7506.79,7506.8,background
test.wav,7506.8,7506.83,foreground
test.wav,7506.83,7506.84,background
test.wav,7506.84,7507.02,foreground
test.wav,7507.02,7507.22,background
test.wav,7507.22,7507.25,foreground
test.wav,7507.25,7507.26,background
test.wav,7507.26,7507.27,foreground
test.wav,7507.27,7507.29,background
test.wav,7507.29,7507.32,foreground
test.wav,7507.32,7507.41,background
test.wav,7507.41,7507.42,foreground
test.wav,7507.42,7507.44,background
test.wav,7507.44,7507.45,foreground
test.wav,7507.45,7507.47,background
test.wav,7507.47,7507.75,foreground
test.wav,7507.75,7507.77,background
test.wav,7507.77,7507.79,foreground
test.wav,7507.79,7507.84,background
test.wav,7507.84,7507.86,foreground
test.wav,7507.86,7507.87,background
test.wav,7507.87,7508.17,foreground
test.wav,7508.17,7508.18,background
test.wav,7508.18,7508.59,foreground
test.wav,7508.59,7508.6,background
test.wav,7508.6,7510.33,foreground
test.wav,7510.33,7510.34,background
test.wav,7510.34,7510.37,foreground
test.wav,7510.37,7510.39,background
test.wav,7510.39,7510.4,foreground
test.wav,7510.4,7510.42,background
test.wav,7510.42,7510.43,foreground
test.wav,7510.43,7510.5,background
test.wav,7510.5,7510.51,foreground
test.wav,7510.51,7510.52,background
test.wav,7510.52,7510.53,foreground
test.wav,7510.53,7510.59,background
test.wav,7510.59,7510.6,foreground
test.wav,7510.6,7510.66,background
test.wav,7510.66,7510.67,foreground
test.wav,7510.67,7510.7,background
test.wav,7510.7,7510.72,foreground
test.wav,7510.72,7510.78,background
test.wav,7510.78,7510.79,foreground
test.wav,7510.79,7510.82,background
test.wav,7510.82,7510.85,foreground
test.wav,7510.85,7510.86,background
test.wav,7510.86,7510.91,foreground
test.wav,7510.91,7510.92,background
test.wav,7510.92,7510.95,foreground
test.wav,7510.95,7510.96,background
test.wav,7510.96,7510.97,foreground
test.wav,7510.97,7511.0,background
test.wav,7511.0,7511.06,foreground
test.wav,7511.06,7511.07,background
test.wav,7511.07,7511.2,foreground
test.wav,7511.2,7511.21,background
test.wav,7511.21,7511.22,foreground
test.wav,7511.22,7511.39,background
test.wav,7511.39,7511.4,foreground
test.wav,7511.4,7511.42,background
test.wav,7511.42,7511.43,foreground
test.wav,7511.43,7511.45,background
test.wav,7511.45,7511.47,foreground
test.wav,7511.47,7511.48,background
test.wav,7511.48,7511.54,foreground
test.wav,7511.54,7512.01,background
test.wav,7512.01,7512.03,foreground
test.wav,7512.03,7512.05,background
test.wav,7512.05,7512.06,foreground
test.wav,7512.06,7512.19,background
test.wav,7512.19,7512.2,foreground
test.wav,7512.2,7512.26,background
test.wav,7512.26,7512.28,foreground
test.wav,7512.28,7512.3,background
test.wav,7512.3,7512.81,foreground
test.wav,7512.81,7512.82,background
test.wav,7512.82,7512.87,foreground
test.wav,7512.87,7512.88,background
test.wav,7512.88,7512.9,foreground
test.wav,7512.9,7512.91,background
test.wav,7512.91,7512.92,foreground
test.wav,7512.92,7512.94,background
test.wav,7512.94,7513.02,foreground
test.wav,7513.02,7513.04,background
test.wav,7513.04,7513.06,foreground
test.wav,7513.06,7513.07,background
test.wav,7513.07,7513.55,foreground
test.wav,7513.55,7513.56,background
test.wav,7513.56,7513.57,foreground
test.wav,7513.57,7513.81,background
test.wav,7513.81,7513.88,foreground
test.wav,7513.88,7513.89,background
test.wav,7513.89,7513.9,foreground
test.wav,7513.9,7514.02,background
test.wav,7514.02,7514.03,foreground
test.wav,7514.03,7514.21,background
test.wav,7514.21,7514.23,foreground
test.wav,7514.23,7514.32,background
test.wav,7514.32,7514.33,foreground
test.wav,7514.33,7514.43,background
test.wav,7514.43,7514.44,foreground
test.wav,7514.44,7514.7,background
test.wav,7514.7,7514.71,foreground
test.wav,7514.71,7514.95,background
test.wav,7514.95,7514.97,foreground
test.wav,7514.97,7515.26,background
test.wav,7515.26,7515.27,foreground
test.wav,7515.27,7515.29,background
test.wav,7515.29,7515.41,foreground
test.wav,7515.41,7515.42,background
test.wav,7515.42,7515.45,foreground
test.wav,7515.45,7515.46,background
test.wav,7515.46,7515.48,foreground
test.wav,7515.48,7515.49,background
test.wav,7515.49,7515.5,foreground
test.wav,7515.5,7515.51,background
test.wav,7515.51,7515.62,foreground
test.wav,7515.62,7515.74,background
test.wav,7515.74,7515.75,foreground
test.wav,7515.75,7515.89,background
test.wav,7515.89,7515.91,foreground
test.wav,7515.91,7515.92,background
test.wav,7515.92,7515.94,foreground
test.wav,7515.94,7515.95,background
test.wav,7515.95,7516.57,foreground
test.wav,7516.57,7516.58,background
test.wav,7516.58,7516.6,foreground
test.wav,7516.6,7516.65,background
test.wav,7516.65,7516.66,foreground
test.wav,7516.66,7516.68,background
test.wav,7516.68,7516.71,foreground
test.wav,7516.71,7516.73,background
test.wav,7516.73,7516.74,foreground
test.wav,7516.74,7516.75,background
test.wav,7516.75,7516.85,foreground
test.wav,7516.85,7516.86,background
test.wav,7516.86,7516.87,foreground
test.wav,7516.87,7516.92,background
test.wav,7516.92,7516.94,foreground
test.wav,7516.94,7517.03,background
test.wav,7517.03,7517.04,foreground
test.wav,7517.04,7517.05,background
test.wav,7517.05,7517.1,foreground
test.wav,7517.1,7517.12,background
test.wav,7517.12,7517.37,foreground
test.wav,7517.37,7517.38,background
test.wav,7517.38,7517.45,foreground
test.wav,7517.45,7517.46,background
test.wav,7517.46,7518.54,foreground
test.wav,7518.54,7518.58,background
test.wav,7518.58,7518.61,foreground
test.wav,7518.61,7518.62,background
test.wav,7518.62,7518.65,foreground
test.wav,7518.65,7518.73,background
test.wav,7518.73,7518.87,foreground
test.wav,7518.87,7518.97,background
test.wav,7518.97,7518.99,foreground
test.wav,7518.99,7519.08,background
test.wav,7519.08,7519.88,foreground
test.wav,7519.88,7519.89,background
test.wav,7519.89,7523.17,foreground
test.wav,7523.17,7523.19,background
test.wav,7523.19,7523.9,foreground
test.wav,7523.9,7523.92,background
test.wav,7523.92,7523.95,foreground
test.wav,7523.95,7524.01,background
test.wav,7524.01,7524.5,foreground
test.wav,7524.5,7524.51,background
test.wav,7524.51,7524.52,foreground
test.wav,7524.52,7524.64,background
test.wav,7524.64,7524.65,foreground
test.wav,7524.65,7524.67,background
test.wav,7524.67,7524.74,foreground
test.wav,7524.74,7524.75,background
test.wav,7524.75,7524.77,foreground
test.wav,7524.77,7524.79,background
test.wav,7524.79,7524.8,foreground
test.wav,7524.8,7524.81,background
test.wav,7524.81,7524.82,foreground
test.wav,7524.82,7524.83,background
test.wav,7524.83,7526.69,foreground
test.wav,7526.69,7526.75,background
test.wav,7526.75,7526.76,foreground
test.wav,7526.76,7526.78,background
test.wav,7526.78,7526.79,foreground
test.wav,7526.79,7526.8,background
test.wav,7526.8,7526.91,foreground
test.wav,7526.91,7526.92,background
test.wav,7526.92,7527.01,foreground
test.wav,7527.01,7527.02,background
test.wav,7527.02,7527.88,foreground
test.wav,7527.88,7527.89,background
test.wav,7527.89,7527.95,foreground
test.wav,7527.95,7527.96,background
test.wav,7527.96,7527.97,foreground
test.wav,7527.97,7527.98,background
test.wav,7527.98,7528.0,foreground
test.wav,7528.0,7528.06,background
test.wav,7528.06,7534.38,foreground
test.wav,7534.38,7534.4,background
test.wav,7534.4,7534.58,foreground
test.wav,7534.58,7534.61,background
test.wav,7534.61,7534.65,foreground
test.wav,7534.65,7534.66,background
test.wav,7534.66,7537.69,foreground
test.wav,7537.69,7537.71,background
test.wav,7537.71,7537.77,foreground
test.wav,7537.77,7537.78,background
test.wav,7537.78,7537.94,foreground
test.wav,7537.94,7537.95,background
test.wav,7537.95,7538.0,foreground
test.wav,7538.0,7538.02,background
test.wav,7538.02,7538.05,foreground
test.wav,7538.05,7538.06,background
test.wav,7538.06,7538.19,foreground
test.wav,7538.19,7538.2,background
test.wav,7538.2,7538.22,foreground
test.wav,7538.22,7538.26,background
test.wav,7538.26,7538.27,foreground
test.wav,7538.27,7538.28,background
test.wav,7538.28,7538.37,foreground
test.wav,7538.37,7538.46,background
test.wav,7538.46,7538.47,foreground
test.wav,7538.47,7538.55,background
test.wav,7538.55,7538.61,foreground
test.wav,7538.61,7538.63,background
test.wav,7538.63,7538.64,foreground
test.wav,7538.64,7538.69,background
test.wav,7538.69,7538.72,foreground
test.wav,7538.72,7538.74,background
test.wav,7538.74,7538.78,foreground
test.wav,7538.78,7538.81,background
test.wav,7538.81,7538.82,foreground
test.wav,7538.82,7538.91,background
test.wav,7538.91,7538.94,foreground
test.wav,7538.94,7538.95,background
test.wav,7538.95,7539.15,foreground
test.wav,7539.15,7539.17,background
test.wav,7539.17,7539.2,foreground
test.wav,7539.2,7539.23,background
test.wav,7539.23,7539.25,foreground
test.wav,7539.25,7539.28,background
test.wav,7539.28,7539.3,foreground
test.wav,7539.3,7539.31,background
test.wav,7539.31,7540.03,foreground
test.wav,7540.03,7540.04,background
test.wav,7540.04,7540.07,foreground
test.wav,7540.07,7540.09,background
test.wav,7540.09,7540.11,foreground
test.wav,7540.11,7540.13,background
test.wav,7540.13,7540.75,foreground
test.wav,7540.75,7540.79,background
test.wav,7540.79,7540.86,foreground
test.wav,7540.86,7540.88,background
test.wav,7540.88,7540.89,foreground
test.wav,7540.89,7540.9,background
test.wav,7540.9,7540.93,foreground
test.wav,7540.93,7540.95,background
test.wav,7540.95,7541.52,foreground
test.wav,7541.52,7541.53,background
test.wav,7541.53,7541.55,foreground
test.wav,7541.55,7541.56,background
test.wav,7541.56,7541.59,foreground
test.wav,7541.59,7541.62,background
test.wav,7541.62,7541.71,foreground
test.wav,7541.71,7541.72,background
test.wav,7541.72,7541.75,foreground
test.wav,7541.75,7541.76,background
test.wav,7541.76,7541.81,foreground
test.wav,7541.81,7541.83,background
test.wav,7541.83,7541.97,foreground
test.wav,7541.97,7541.98,background
test.wav,7541.98,7542.08,foreground
test.wav,7542.08,7542.09,background
test.wav,7542.09,7542.12,foreground
test.wav,7542.12,7542.13,background
test.wav,7542.13,7542.15,foreground
test.wav,7542.15,7542.2,background
test.wav,7542.2,7542.32,foreground
test.wav,7542.32,7542.41,background
test.wav,7542.41,7542.43,foreground
test.wav,7542.43,7542.45,background
test.wav,7542.45,7542.46,foreground
test.wav,7542.46,7542.51,background
test.wav,7542.51,7542.52,foreground
test.wav,7542.52,7542.53,background
test.wav,7542.53,7542.56,foreground
test.wav,7542.56,7542.57,background
test.wav,7542.57,7542.58,foreground
test.wav,7542.58,7542.7,background
test.wav,7542.7,7542.71,foreground
test.wav,7542.71,7542.73,background
test.wav,7542.73,7542.76,foreground
test.wav,7542.76,7542.81,background
test.wav,7542.81,7544.97,foreground
test.wav,7544.97,7544.99,background
test.wav,7544.99,7545.01,foreground
test.wav,7545.01,7545.07,background
test.wav,7545.07,7545.09,foreground
test.wav,7545.09,7545.11,background
test.wav,7545.11,7546.52,foreground
test.wav,7546.52,7546.53,background
test.wav,7546.53,7546.89,foreground
test.wav,7546.89,7546.9,background
test.wav,7546.9,7547.01,foreground
test.wav,7547.01,7547.02,background
test.wav,7547.02,7548.54,foreground
test.wav,7548.54,7548.57,background
test.wav,7548.57,7549.22,foreground
test.wav,7549.22,7549.26,background
test.wav,7549.26,7549.47,foreground
test.wav,7549.47,7549.48,background
test.wav,7549.48,7549.53,foreground
test.wav,7549.53,7549.58,background
test.wav,7549.58,7549.68,foreground
test.wav,7549.68,7549.71,background
test.wav,7549.71,7549.73,foreground
test.wav,7549.73,7549.74,background
test.wav,7549.74,7549.79,foreground
test.wav,7549.79,7549.81,background
test.wav,7549.81,7549.82,foreground
test.wav,7549.82,7549.83,background
test.wav,7549.83,7549.85,foreground
test.wav,7549.85,7549.86,background
test.wav,7549.86,7549.89,foreground
test.wav,7549.89,7549.92,background
test.wav,7549.92,7549.93,foreground
test.wav,7549.93,7549.94,background
test.wav,7549.94,7550.18,foreground
test.wav,7550.18,7550.19,background
test.wav,7550.19,7550.5,foreground
test.wav,7550.5,7550.51,background
test.wav,7550.51,7550.52,foreground
test.wav,7550.52,7550.54,background
test.wav,7550.54,7550.6,foreground
test.wav,7550.6,7550.61,background
test.wav,7550.61,7550.64,foreground
test.wav,7550.64,7550.67,background
test.wav,7550.67,7550.69,foreground
test.wav,7550.69,7550.7,background
test.wav,7550.7,7550.71,foreground
test.wav,7550.71,7550.72,background
test.wav,7550.72,7550.74,foreground
test.wav,7550.74,7550.75,background
test.wav,7550.75,7550.81,foreground
test.wav,7550.81,7550.82,background
test.wav,7550.82,7550.89,foreground
test.wav,7550.89,7550.9,background
test.wav,7550.9,7550.94,foreground
test.wav,7550.94,7551.0,background
test.wav,7551.0,7551.15,foreground
test.wav,7551.15,7551.18,background
test.wav,7551.18,7551.21,foreground
test.wav,7551.21,7551.22,background
test.wav,7551.22,7551.27,foreground
test.wav,7551.27,7551.28,background
test.wav,7551.28,7551.92,foreground
test.wav,7551.92,7551.93,background
test.wav,7551.93,7552.22,foreground
test.wav,7552.22,7552.23,background
test.wav,7552.23,7553.77,foreground
test.wav,7553.77,7553.78,background
test.wav,7553.78,7553.79,foreground
test.wav,7553.79,7553.93,background
test.wav,7553.93,7553.94,foreground
test.wav,7553.94,7554.0,background
test.wav,7554.0,7554.07,foreground
test.wav,7554.07,7554.1,background
test.wav,7554.1,7554.11,foreground
test.wav,7554.11,7554.12,background
test.wav,7554.12,7554.44,foreground
test.wav,7554.44,7554.48,background
test.wav,7554.48,7554.52,foreground
test.wav,7554.52,7554.53,background
test.wav,7554.53,7554.57,foreground
test.wav,7554.57,7554.58,background
test.wav,7554.58,7554.73,foreground
test.wav,7554.73,7554.74,background
test.wav,7554.74,7555.57,foreground
test.wav,7555.57,7555.62,background
test.wav,7555.62,7555.63,foreground
test.wav,7555.63,7555.64,background
test.wav,7555.64,7555.65,foreground
test.wav,7555.65,7555.66,background
test.wav,7555.66,7555.67,foreground
test.wav,7555.67,7555.68,background
test.wav,7555.68,7555.72,foreground
test.wav,7555.72,7555.77,background
test.wav,7555.77,7556.03,foreground
test.wav,7556.03,7556.04,background
test.wav,7556.04,7556.08,foreground
test.wav,7556.08,7556.09,background
test.wav,7556.09,7556.85,foreground
test.wav,7556.85,7556.86,background
test.wav,7556.86,7565.02,foreground
