Audiofile,start,end,class
test.wav,363.06,363.08,background
test.wav,363.08,363.09,foreground
test.wav,363.09,363.29,background
test.wav,363.29,363.3,foreground
test.wav,363.3,363.31,background
test.wav,363.31,363.32,foreground
test.wav,363.32,363.35,background
test.wav,363.35,363.43,foreground
test.wav,363.43,363.44,background
test.wav,363.44,363.49,foreground
test.wav,363.49,363.5,background
test.wav,363.5,363.97,foreground
test.wav,363.97,363.98,background
test.wav,363.98,364.17,foreground
test.wav,364.17,364.18,background
test.wav,364.18,364.27,foreground
test.wav,364.27,364.28,background
test.wav,364.28,364.3,foreground
test.wav,364.3,364.32,background
test.wav,364.32,364.79,foreground
test.wav,364.79,364.8,background
test.wav,364.8,368.97,foreground
test.wav,368.97,368.99,background
test.wav,368.99,369.04,foreground
test.wav,369.04,369.05,background
test.wav,369.05,371.12,foreground
test.wav,371.12,371.13,background
test.wav,371.13,371.21,foreground
test.wav,371.21,371.22,background
test.wav,371.22,376.73,foreground
test.wav,376.73,376.74,background
test.wav,376.74,378.24,foreground
test.wav,378.24,378.25,background
test.wav,378.25,378.27,foreground
test.wav,378.27,378.29,background
test.wav,378.29,378.48,foreground
test.wav,378.48,378.57,background
test.wav,378.57,378.6,foreground
test.wav,378.6,378.61,background
test.wav,378.61,378.62,foreground
test.wav,378.62,378.64,background
test.wav,378.64,378.65,foreground
test.wav,378.65,378.66,background
test.wav,378.66,378.68,foreground
test.wav,378.68,378.69,background
test.wav,378.69,379.83,foreground
test.wav,379.83,379.86,background
test.wav,379.86,379.98,foreground
test.wav,379.98,379.99,background
test.wav,379.99,380.02,foreground
test.wav,380.02,380.04,background
test.wav,380.04,380.36,foreground
test.wav,380.36,380.37,background
test.wav,380.37,381.7,foreground
test.wav,381.7,381.85,background
test.wav,381.85,381.86,foreground
test.wav,381.86,381.88,background
test.wav,381.88,382.01,foreground
test.wav,382.01,382.02,background
test.wav,382.02,382.08,foreground
test.wav,382.08,382.1,background
test.wav,382.1,383.34,foreground
test.wav,383.34,383.47,background
test.wav,383.47,383.49,foreground
test.wav,383.49,383.54,background
test.wav,383.54,383.59,foreground
test.wav,383.59,383.6,background
test.wav,383.6,383.61,foreground
test.wav,383.61,383.93,background
test.wav,383.93,384.22,foreground
test.wav,384.22,384.23,background
test.wav,384.23,384.96,foreground
test.wav,384.96,384.97,background
test.wav,384.97,385.14,foreground
test.wav,385.14,385.15,background
test.wav,385.15,385.16,foreground
test.wav,385.16,385.17,background
test.wav,385.17,385.18,foreground
test.wav,385.18,385.21,background
test.wav,385.21,385.22,foreground
test.wav,385.22,385.23,background
test.wav,385.23,385.38,foreground
test.wav,385.38,385.43,background
test.wav,385.43,385.44,foreground
test.wav,385.44,385.45,background
test.wav,385.45,385.49,foreground
test.wav,385.49,385.55,background
test.wav,385.55,385.56,foreground
test.wav,385.56,385.59,background
test.wav,385.59,385.7,foreground
test.wav,385.7,385.71,background
test.wav,385.71,386.89,foreground
test.wav,386.89,386.98,background
test.wav,386.98,386.99,foreground
test.wav,386.99,387.05,background
test.wav,387.05,387.07,foreground
test.wav,387.07,387.13,background
test.wav,387.13,387.15,foreground
test.wav,387.15,387.19,background
test.wav,387.19,387.21,foreground
test.wav,387.21,387.44,background
test.wav,387.44,387.45,foreground
test.wav,387.45,387.48,background
test.wav,387.48,388.22,foreground
test.wav,388.22,388.29,background
test.wav,388.29,388.3,foreground
test.wav,388.3,388.34,background
test.wav,388.34,388.36,foreground
test.wav,388.36,388.37,background
test.wav,388.37,388.39,foreground
test.wav,388.39,388.41,background
test.wav,388.41,388.51,foreground
test.wav,388.51,388.68,background
test.wav,388.68,388.69,foreground
test.wav,388.69,388.71,background
test.wav,388.71,389.01,foreground
test.wav,389.01,389.23,background
test.wav,389.23,389.24,foreground
test.wav,389.24,389.28,background
test.wav,389.28,389.36,foreground
test.wav,389.36,389.64,background
test.wav,389.64,389.65,foreground
test.wav,389.65,389.66,background
test.wav,389.66,389.7,foreground
test.wav,389.7,389.71,background
test.wav,389.71,389.72,foreground
test.wav,389.72,389.73,background
test.wav,389.73,389.76,foreground
test.wav,389.76,389.77,background
test.wav,389.77,390.0,foreground
test.wav,390.0,390.04,background
test.wav,390.04,390.07,foreground
test.wav,390.07,390.08,background
test.wav,390.08,390.1,foreground
test.wav,390.1,390.11,background
test.wav,390.11,390.23,foreground
test.wav,390.23,390.61,background
test.wav,390.61,390.62,foreground
test.wav,390.62,390.63,background
test.wav,390.63,390.64,foreground
test.wav,390.64,390.91,background
test.wav,390.91,390.94,foreground
test.wav,390.94,390.95,background
test.wav,390.95,395.99,foreground
test.wav,395.99,396.0,background
test.wav,396.0,396.35,foreground
test.wav,396.35,396.36,background
test.wav,396.36,396.37,foreground
test.wav,396.37,396.38,background
test.wav,396.38,396.39,foreground
test.wav,396.39,396.4,background
test.wav,396.4,397.35,foreground
test.wav,397.35,397.36,background
test.wav,397.36,397.41,foreground
test.wav,397.41,397.42,background
test.wav,397.42,397.59,foreground
test.wav,397.59,397.6,background
test.wav,397.6,397.64,foreground
test.wav,397.64,397.65,background
test.wav,397.65,397.77,foreground
test.wav,397.77,397.78,background
test.wav,397.78,399.82,foreground
test.wav,399.82,399.83,background
test.wav,399.83,401.73,foreground
test.wav,401.73,401.74,background
test.wav,401.74,402.38,foreground
test.wav,402.38,402.39,background
test.wav,402.39,403.28,foreground
test.wav,403.28,403.33,background
test.wav,403.33,404.43,foreground
test.wav,404.43,404.44,background
test.wav,404.44,404.6,foreground
test.wav,404.6,404.61,background
test.wav,404.61,405.24,foreground
test.wav,405.24,405.25,background
test.wav,405.25,405.3,foreground
test.wav,405.3,405.31,background
test.wav,405.31,405.76,foreground
test.wav,405.76,405.77,background
test.wav,405.77,405.88,foreground
test.wav,405.88,405.89,background
test.wav,405.89,405.95,foreground
test.wav,405.95,405.96,background
test.wav,405.96,406.79,foreground
test.wav,406.79,406.8,background
test.wav,406.8,407.28,foreground
test.wav,407.28,407.42,background
test.wav,407.42,408.07,foreground
test.wav,408.07,408.08,background
test.wav,408.08,408.51,foreground
test.wav,408.51,408.55,background
test.wav,408.55,408.57,foreground
test.wav,408.57,408.63,background
test.wav,408.63,409.67,foreground
test.wav,409.67,409.68,background
test.wav,409.68,409.69,foreground
test.wav,409.69,409.7,background
test.wav,409.7,409.71,foreground
test.wav,409.71,409.72,background
test.wav,409.72,409.8,foreground
test.wav,409.8,409.81,background
test.wav,409.81,414.99,foreground
test.wav,414.99,415.0,background
test.wav,415.0,415.02,foreground
test.wav,415.02,415.03,background
test.wav,415.03,417.22,foreground
test.wav,417.22,417.23,background
test.wav,417.23,417.86,foreground
test.wav,417.86,417.87,background
test.wav,417.87,417.95,foreground
test.wav,417.95,417.96,background
test.wav,417.96,417.97,foreground
test.wav,417.97,418.02,background
test.wav,418.02,418.04,foreground
test.wav,418.04,418.05,background
test.wav,418.05,418.13,foreground
test.wav,418.13,418.14,background
test.wav,418.14,418.5,foreground
test.wav,418.5,418.72,background
test.wav,418.72,418.9,foreground
test.wav,418.9,418.91,background
test.wav,418.91,419.88,foreground
test.wav,419.88,419.89,background
test.wav,419.89,419.94,foreground
test.wav,419.94,420.02,background
test.wav,420.02,420.64,foreground
test.wav,420.64,420.65,background
test.wav,420.65,421.84,foreground
test.wav,421.84,421.85,background
test.wav,421.85,423.61,foreground
test.wav,423.61,423.62,background
test.wav,423.62,424.75,foreground
test.wav,424.75,424.76,background
test.wav,424.76,424.77,foreground
test.wav,424.77,424.78,background
test.wav,424.78,424.79,foreground
test.wav,424.79,424.8,background
test.wav,424.8,426.04,foreground
test.wav,426.04,426.05,background
test.wav,426.05,426.06,foreground
test.wav,426.06,426.07,background
test.wav,426.07,426.09,foreground
test.wav,426.09,426.11,background
test.wav,426.11,426.19,foreground
test.wav,426.19,426.2,background
test.wav,426.2,429.84,foreground
test.wav,429.84,429.85,background
test.wav,429.85,430.02,foreground
test.wav,430.02,430.03,background
test.wav,430.03,430.05,foreground
test.wav,430.05,430.06,background
test.wav,430.06,430.4,foreground
test.wav,430.4,430.41,background
test.wav,430.41,430.44,foreground
test.wav,430.44,430.45,background
test.wav,430.45,430.49,foreground
test.wav,430.49,430.5,background
test.wav,430.5,431.78,foreground
test.wav,431.78,431.85,background
test.wav,431.85,431.86,foreground
test.wav,431.86,431.87,background
test.wav,431.87,431.9,foreground
test.wav,431.9,431.91,background
test.wav,431.91,432.54,foreground
test.wav,432.54,432.55,background
test.wav,432.55,433.44,foreground
test.wav,433.44,433.45,background
test.wav,433.45,433.46,foreground
test.wav,433.46,433.47,background
test.wav,433.47,435.02,foreground
test.wav,435.02,435.03,background
test.wav,435.03,435.04,foreground
test.wav,435.04,435.05,background
test.wav,435.05,435.37,foreground
test.wav,435.37,435.38,background
test.wav,435.38,435.9,foreground
test.wav,435.9,435.91,background
test.wav,435.91,435.92,foreground
test.wav,435.92,435.93,background
test.wav,435.93,436.73,foreground
test.wav,436.73,436.74,background
test.wav,436.74,438.34,foreground
test.wav,438.34,438.35,background
test.wav,438.35,438.46,foreground
test.wav,438.46,438.47,background
test.wav,438.47,438.55,foreground
test.wav,438.55,438.56,background
test.wav,438.56,439.55,foreground
test.wav,439.55,439.56,background
test.wav,439.56,439.64,foreground
test.wav,439.64,439.66,background
test.wav,439.66,439.67,foreground
test.wav,439.67,439.7,background
test.wav,439.7,439.72,foreground
test.wav,439.72,439.73,background
test.wav,439.73,439.75,foreground
test.wav,439.75,439.77,background
test.wav,439.77,440.18,foreground
test.wav,440.18,440.2,background
test.wav,440.2,440.21,foreground
test.wav,440.21,440.23,background
test.wav,440.23,440.38,foreground
test.wav,440.38,440.4,background
test.wav,440.4,440.42,foreground
test.wav,440.42,440.43,background
test.wav,440.43,440.45,foreground
test.wav,440.45,440.47,background
test.wav,440.47,440.5,foreground
test.wav,440.5,440.51,background
test.wav,440.51,440.59,foreground
test.wav,440.59,440.66,background
test.wav,440.66,440.67,foreground
test.wav,440.67,440.68,background
test.wav,440.68,440.69,foreground
test.wav,440.69,440.72,background
test.wav,440.72,440.75,foreground
test.wav,440.75,440.96,background
test.wav,440.96,441.15,foreground
test.wav,441.15,441.33,background
test.wav,441.33,444.57,foreground
test.wav,444.57,444.58,background
test.wav,444.58,448.09,foreground
test.wav,448.09,448.14,background
test.wav,448.14,448.17,foreground
test.wav,448.17,448.18,background
test.wav,448.18,448.19,foreground
test.wav,448.19,448.2,background
test.wav,448.2,448.22,foreground
test.wav,448.22,448.23,background
test.wav,448.23,448.57,foreground
test.wav,448.57,448.58,background
test.wav,448.58,448.62,foreground
test.wav,448.62,448.63,background
test.wav,448.63,448.77,foreground
test.wav,448.77,448.78,background
test.wav,448.78,448.8,foreground
test.wav,448.8,448.81,background
test.wav,448.81,449.89,foreground
test.wav,449.89,449.9,background
test.wav,449.9,451.02,foreground
test.wav,451.02,451.05,background
test.wav,451.05,451.23,foreground
test.wav,451.23,451.24,background
test.wav,451.24,452.54,foreground
test.wav,452.54,452.55,background
test.wav,452.55,452.72,foreground
test.wav,452.72,452.73,background
test.wav,452.73,452.75,foreground
test.wav,452.75,452.76,background
test.wav,452.76,452.82,foreground
test.wav,452.82,452.83,background
test.wav,452.83,453.13,foreground
test.wav,453.13,453.14,background
test.wav,453.14,461.47,foreground
test.wav,461.47,461.48,background
test.wav,461.48,461.49,foreground
test.wav,461.49,461.5,background
test.wav,461.5,461.52,foreground
test.wav,461.52,461.54,background
test.wav,461.54,461.57,foreground
test.wav,461.57,461.58,background
test.wav,461.58,462.29,foreground
test.wav,462.29,462.3,background
test.wav,462.3,466.63,foreground
test.wav,466.63,466.87,background
test.wav,466.87,466.88,foreground
test.wav,466.88,466.89,background
test.wav,466.89,466.92,foreground
test.wav,466.92,466.93,background
test.wav,466.93,466.97,foreground
test.wav,466.97,467.0,background
test.wav,467.0,467.04,foreground
test.wav,467.04,467.05,background
test.wav,467.05,470.96,foreground
test.wav,470.96,471.05,background
test.wav,471.05,471.07,foreground
test.wav,471.07,471.08,background
test.wav,471.08,471.53,foreground
test.wav,471.53,471.54,background
test.wav,471.54,471.55,foreground
test.wav,471.55,471.56,background
test.wav,471.56,471.58,foreground
test.wav,471.58,471.61,background
test.wav,471.61,471.62,foreground
test.wav,471.62,471.63,background
test.wav,471.63,471.64,foreground
test.wav,471.64,471.66,background
test.wav,471.66,471.68,foreground
test.wav,471.68,472.08,background
test.wav,472.08,472.1,foreground
test.wav,472.1,472.11,background
test.wav,472.11,473.45,foreground
test.wav,473.45,473.46,background
test.wav,473.46,473.47,foreground
test.wav,473.47,473.48,background
test.wav,473.48,473.84,foreground
test.wav,473.84,473.85,background
test.wav,473.85,473.92,foreground
test.wav,473.92,473.93,background
test.wav,473.93,479.93,foreground
test.wav,479.93,479.97,background
test.wav,479.97,480.0,foreground
test.wav,480.0,480.01,background
test.wav,480.01,480.02,foreground
test.wav,480.02,480.04,background
test.wav,480.04,480.05,foreground
test.wav,480.05,480.07,background
test.wav,480.07,480.08,foreground
test.wav,480.08,480.09,background
test.wav,480.09,480.11,foreground
test.wav,480.11,480.12,background
test.wav,480.12,480.17,foreground
test.wav,480.17,480.18,background
test.wav,480.18,481.29,foreground
test.wav,481.29,481.32,background
test.wav,481.32,481.41,foreground
test.wav,481.41,481.42,background
test.wav,481.42,481.43,foreground
test.wav,481.43,481.46,background
test.wav,481.46,481.47,foreground
test.wav,481.47,481.51,background
test.wav,481.51,482.32,foreground
test.wav,482.32,482.33,background
test.wav,482.33,482.98,foreground
test.wav,482.98,482.99,background
test.wav,482.99,484.92,foreground
test.wav,484.92,484.93,background
test.wav,484.93,486.17,foreground
test.wav,486.17,486.18,background
test.wav,486.18,488.93,foreground
test.wav,488.93,488.94,background
test.wav,488.94,488.97,foreground
test.wav,488.97,488.98,background
test.wav,488.98,489.0,foreground
test.wav,489.0,489.01,background
test.wav,489.01,489.02,foreground
test.wav,489.02,489.03,background
test.wav,489.03,489.07,foreground
test.wav,489.07,489.08,background
test.wav,489.08,489.16,foreground
test.wav,489.16,489.17,background
test.wav,489.17,489.83,foreground
test.wav,489.83,489.84,background
test.wav,489.84,491.36,foreground
test.wav,491.36,491.37,background
test.wav,491.37,491.4,foreground
test.wav,491.4,491.42,background
test.wav,491.42,491.44,foreground
test.wav,491.44,491.45,background
test.wav,491.45,491.49,foreground
test.wav,491.49,491.5,background
test.wav,491.5,491.74,foreground
test.wav,491.74,491.75,background
test.wav,491.75,492.18,foreground
test.wav,492.18,492.19,background
test.wav,492.19,492.26,foreground
test.wav,492.26,492.27,background
test.wav,492.27,492.76,foreground
test.wav,492.76,492.77,background
test.wav,492.77,493.19,foreground
test.wav,493.19,493.2,background
test.wav,493.2,493.38,foreground
test.wav,493.38,493.39,background
test.wav,493.39,493.43,foreground
test.wav,493.43,493.45,background
test.wav,493.45,493.49,foreground
test.wav,493.49,493.5,background
test.wav,493.5,493.56,foreground
test.wav,493.56,493.57,background
test.wav,493.57,493.67,foreground
test.wav,493.67,493.68,background
test.wav,493.68,493.78,foreground
test.wav,493.78,493.81,background
test.wav,493.81,493.82,foreground
test.wav,493.82,493.83,background
test.wav,493.83,496.36,foreground
test.wav,496.36,496.37,background
test.wav,496.37,496.65,foreground
test.wav,496.65,496.66,background
test.wav,496.66,496.69,foreground
test.wav,496.69,496.7,background
test.wav,496.7,496.73,foreground
test.wav,496.73,496.77,background
test.wav,496.77,496.78,foreground
test.wav,496.78,496.79,background
test.wav,496.79,496.81,foreground
test.wav,496.81,496.82,background
test.wav,496.82,496.96,foreground
test.wav,496.96,496.97,background
test.wav,496.97,500.93,foreground
test.wav,500.93,501.05,background
test.wav,501.05,503.72,foreground
test.wav,503.72,503.73,background
test.wav,503.73,505.8,foreground
test.wav,505.8,505.81,background
test.wav,505.81,506.51,foreground
test.wav,506.51,506.52,background
test.wav,506.52,508.55,foreground
test.wav,508.55,508.56,background
test.wav,508.56,510.19,foreground
test.wav,510.19,510.2,background
test.wav,510.2,511.58,foreground
test.wav,511.58,511.59,background
test.wav,511.59,511.67,foreground
test.wav,511.67,511.68,background
test.wav,511.68,511.7,foreground
test.wav,511.7,511.71,background
test.wav,511.71,511.74,foreground
test.wav,511.74,511.75,background
test.wav,511.75,511.92,foreground
test.wav,511.92,511.93,background
test.wav,511.93,513.19,foreground
test.wav,513.19,513.2,background
test.wav,513.2,516.03,foreground
test.wav,516.03,516.04,background
test.wav,516.04,516.09,foreground
test.wav,516.09,516.1,background
test.wav,516.1,516.18,foreground
test.wav,516.18,516.2,background
test.wav,516.2,516.21,foreground
test.wav,516.21,516.22,background
test.wav,516.22,516.23,foreground
test.wav,516.23,516.24,background
test.wav,516.24,516.27,foreground
test.wav,516.27,516.28,background
test.wav,516.28,516.33,foreground
test.wav,516.33,516.34,background
test.wav,516.34,516.35,foreground
test.wav,516.35,516.36,background
test.wav,516.36,516.39,foreground
test.wav,516.39,516.4,background
test.wav,516.4,516.89,foreground
test.wav,516.89,516.9,background
test.wav,516.9,517.1,foreground
test.wav,517.1,517.11,background
test.wav,517.11,517.23,foreground
test.wav,517.23,517.24,background
test.wav,517.24,517.28,foreground
test.wav,517.28,517.3,background
test.wav,517.3,517.41,foreground
test.wav,517.41,517.42,background
test.wav,517.42,517.48,foreground
test.wav,517.48,517.49,background
test.wav,517.49,517.5,foreground
test.wav,517.5,517.51,background
test.wav,517.51,517.58,foreground
test.wav,517.58,517.59,background
test.wav,517.59,518.24,foreground
test.wav,518.24,518.25,background
test.wav,518.25,518.26,foreground
test.wav,518.26,518.27,background
test.wav,518.27,521.45,foreground
test.wav,521.45,521.46,background
test.wav,521.46,521.47,foreground
test.wav,521.47,521.48,background
test.wav,521.48,521.5,foreground
test.wav,521.5,521.52,background
test.wav,521.52,521.55,foreground
test.wav,521.55,521.57,background
test.wav,521.57,525.07,foreground
test.wav,525.07,525.09,background
test.wav,525.09,525.1,foreground
test.wav,525.1,525.11,background
test.wav,525.11,525.12,foreground
test.wav,525.12,525.13,background
test.wav,525.13,528.69,foreground
test.wav,528.69,528.7,background
test.wav,528.7,529.22,foreground
test.wav,529.22,529.23,background
test.wav,529.23,530.01,foreground
test.wav,530.01,530.02,background
test.wav,530.02,530.08,foreground
test.wav,530.08,530.09,background
test.wav,530.09,530.68,foreground
test.wav,530.68,530.69,background
test.wav,530.69,531.93,foreground
test.wav,531.93,531.94,background
test.wav,531.94,532.19,foreground
test.wav,532.19,532.2,background
test.wav,532.2,532.23,foreground
test.wav,532.23,532.25,background
test.wav,532.25,532.28,foreground
test.wav,532.28,532.3,background
test.wav,532.3,532.81,foreground
test.wav,532.81,532.82,background
test.wav,532.82,533.06,foreground
test.wav,533.06,533.07,background
test.wav,533.07,533.12,foreground
test.wav,533.12,533.15,background
test.wav,533.15,533.18,foreground
test.wav,533.18,533.2,background
test.wav,533.2,533.23,foreground
test.wav,533.23,533.24,background
test.wav,533.24,533.25,foreground
test.wav,533.25,533.26,background
test.wav,533.26,533.33,foreground
test.wav,533.33,533.34,background
test.wav,533.34,533.72,foreground
test.wav,533.72,533.73,background
test.wav,533.73,534.41,foreground
test.wav,534.41,534.42,background
test.wav,534.42,534.92,foreground
test.wav,534.92,534.93,background
test.wav,534.93,534.95,foreground
test.wav,534.95,534.98,background
test.wav,534.98,535.05,foreground
test.wav,535.05,535.06,background
test.wav,535.06,535.61,foreground
test.wav,535.61,535.62,background
test.wav,535.62,535.7,foreground
test.wav,535.7,535.71,background
test.wav,535.71,535.72,foreground
test.wav,535.72,535.73,background
test.wav,535.73,535.77,foreground
test.wav,535.77,535.78,background
test.wav,535.78,535.79,foreground
test.wav,535.79,535.8,background
test.wav,535.8,538.69,foreground
test.wav,538.69,538.7,background
test.wav,538.7,539.77,foreground
test.wav,539.77,539.78,background
test.wav,539.78,545.87,foreground
test.wav,545.87,545.88,background
test.wav,545.88,546.47,foreground
test.wav,546.47,546.48,background
test.wav,546.48,550.48,foreground
test.wav,550.48,550.49,background
test.wav,550.49,550.84,foreground
test.wav,550.84,550.85,background
test.wav,550.85,551.74,foreground
test.wav,551.74,551.75,background
test.wav,551.75,552.94,foreground
test.wav,552.94,552.95,background
test.wav,552.95,553.07,foreground
test.wav,553.07,553.11,background
test.wav,553.11,553.12,foreground
test.wav,553.12,553.18,background
test.wav,553.18,553.88,foreground
test.wav,553.88,553.89,background
test.wav,553.89,553.9,foreground
test.wav,553.9,553.93,background
test.wav,553.93,553.94,foreground
test.wav,553.94,553.95,background
test.wav,553.95,553.97,foreground
test.wav,553.97,553.99,background
test.wav,553.99,554.0,foreground
test.wav,554.0,554.03,background
test.wav,554.03,554.17,foreground
test.wav,554.17,554.18,background
test.wav,554.18,554.78,foreground
test.wav,554.78,554.79,background
test.wav,554.79,555.15,foreground
test.wav,555.15,555.26,background
test.wav,555.26,555.27,foreground
test.wav,555.27,555.28,background
test.wav,555.28,555.66,foreground
test.wav,555.66,555.67,background
test.wav,555.67,555.78,foreground
test.wav,555.78,555.86,background
test.wav,555.86,555.87,foreground
test.wav,555.87,555.93,background
test.wav,555.93,556.06,foreground
test.wav,556.06,556.07,background
test.wav,556.07,556.3,foreground
test.wav,556.3,556.31,background
test.wav,556.31,556.53,foreground
test.wav,556.53,556.66,background
test.wav,556.66,556.89,foreground
test.wav,556.89,556.9,background
test.wav,556.9,556.92,foreground
test.wav,556.92,556.93,background
test.wav,556.93,556.94,foreground
test.wav,556.94,556.95,background
test.wav,556.95,556.99,foreground
test.wav,556.99,557.0,background
test.wav,557.0,557.02,foreground
test.wav,557.02,557.03,background
test.wav,557.03,559.2,foreground
test.wav,559.2,559.21,background
test.wav,559.21,559.57,foreground
test.wav,559.57,559.58,background
test.wav,559.58,560.93,foreground
test.wav,560.93,560.94,background
test.wav,560.94,560.97,foreground
test.wav,560.97,560.98,background
test.wav,560.98,561.03,foreground
test.wav,561.03,561.04,background
test.wav,561.04,561.1,foreground
test.wav,561.1,561.11,background
test.wav,561.11,561.19,foreground
test.wav,561.19,561.25,background
test.wav,561.25,561.27,foreground
test.wav,561.27,561.29,background
test.wav,561.29,561.3,foreground
test.wav,561.3,561.32,background
test.wav,561.32,562.17,foreground
test.wav,562.17,562.18,background
test.wav,562.18,564.79,foreground
test.wav,564.79,564.8,background
test.wav,564.8,564.95,foreground
test.wav,564.95,565.01,background
test.wav,565.01,565.02,foreground
test.wav,565.02,565.03,background
test.wav,565.03,565.22,foreground
test.wav,565.22,565.23,background
test.wav,565.23,566.02,foreground
test.wav,566.02,566.03,background
test.wav,566.03,566.75,foreground
test.wav,566.75,566.76,background
test.wav,566.76,567.28,foreground
test.wav,567.28,567.3,background
test.wav,567.3,567.31,foreground
test.wav,567.31,567.36,background
test.wav,567.36,567.4,foreground
test.wav,567.4,567.41,background
test.wav,567.41,568.04,foreground
test.wav,568.04,568.05,background
test.wav,568.05,568.08,foreground
test.wav,568.08,568.09,background
test.wav,568.09,569.04,foreground
test.wav,569.04,569.05,background
test.wav,569.05,569.15,foreground
test.wav,569.15,569.16,background
test.wav,569.16,569.25,foreground
test.wav,569.25,569.27,background
test.wav,569.27,570.7,foreground
test.wav,570.7,570.71,background
test.wav,570.71,570.92,foreground
test.wav,570.92,570.94,background
test.wav,570.94,571.14,foreground
test.wav,571.14,571.15,background
test.wav,571.15,572.5,foreground
test.wav,572.5,572.51,background
test.wav,572.51,573.06,foreground
test.wav,573.06,573.07,background
test.wav,573.07,576.31,foreground
test.wav,576.31,576.32,background
test.wav,576.32,576.57,foreground
test.wav,576.57,576.59,background
test.wav,576.59,576.6,foreground
test.wav,576.6,576.65,background
test.wav,576.65,576.72,foreground
test.wav,576.72,576.74,background
test.wav,576.74,576.79,foreground
test.wav,576.79,576.81,background
test.wav,576.81,576.82,foreground
test.wav,576.82,576.84,background
test.wav,576.84,576.85,foreground
test.wav,576.85,576.93,background
test.wav,576.93,576.94,foreground
test.wav,576.94,576.98,background
test.wav,576.98,577.01,foreground
test.wav,577.01,577.03,background
test.wav,577.03,577.04,foreground
test.wav,577.04,577.05,background
test.wav,577.05,577.1,foreground
test.wav,577.1,577.11,background
test.wav,577.11,577.15,foreground
test.wav,577.15,577.16,background
test.wav,577.16,577.17,foreground
test.wav,577.17,577.19,background
test.wav,577.19,577.39,foreground
test.wav,577.39,577.41,background
test.wav,577.41,577.46,foreground
test.wav,577.46,577.58,background
test.wav,577.58,577.69,foreground
test.wav,577.69,577.7,background
test.wav,577.7,581.43,foreground
test.wav,581.43,581.44,background
test.wav,581.44,581.98,foreground
test.wav,581.98,581.99,background
test.wav,581.99,584.91,foreground
test.wav,584.91,584.92,background
test.wav,584.92,585.11,foreground
test.wav,585.11,585.12,background
test.wav,585.12,585.13,foreground
test.wav,585.13,585.17,background
test.wav,585.17,585.18,foreground
test.wav,585.18,585.21,background
test.wav,585.21,585.23,foreground
test.wav,585.23,585.25,background
test.wav,585.25,585.3,foreground
test.wav,585.3,585.31,background
test.wav,585.31,586.5,foreground
test.wav,586.5,586.51,background
test.wav,586.51,586.71,foreground
test.wav,586.71,586.72,background
test.wav,586.72,586.73,foreground
test.wav,586.73,586.74,background
test.wav,586.74,586.77,foreground
test.wav,586.77,586.83,background
test.wav,586.83,586.89,foreground
test.wav,586.89,586.9,background
test.wav,586.9,589.57,foreground
test.wav,589.57,589.58,background
test.wav,589.58,589.71,foreground
test.wav,589.71,589.72,background
test.wav,589.72,590.19,foreground
test.wav,590.19,590.2,background
test.wav,590.2,591.02,foreground
test.wav,591.02,591.03,background
test.wav,591.03,591.09,foreground
test.wav,591.09,591.1,background
test.wav,591.1,591.19,foreground
test.wav,591.19,591.22,background
test.wav,591.22,592.08,foreground
test.wav,592.08,592.09,background
test.wav,592.09,594.65,foreground
test.wav,594.65,594.67,background
test.wav,594.67,594.79,foreground
test.wav,594.79,594.8,background
test.wav,594.8,594.81,foreground
test.wav,594.81,594.83,background
test.wav,594.83,595.05,foreground
test.wav,595.05,595.06,background
test.wav,595.06,597.86,foreground
test.wav,597.86,597.92,background
test.wav,597.92,597.94,foreground
test.wav,597.94,597.96,background
test.wav,597.96,598.01,foreground
test.wav,598.01,598.05,background
test.wav,598.05,598.07,foreground
test.wav,598.07,598.08,background
test.wav,598.08,598.12,foreground
test.wav,598.12,598.13,background
test.wav,598.13,598.14,foreground
test.wav,598.14,598.16,background
test.wav,598.16,598.21,foreground
test.wav,598.21,598.22,background
test.wav,598.22,598.25,foreground
test.wav,598.25,598.26,background
test.wav,598.26,598.78,foreground
test.wav,598.78,598.79,background
test.wav,598.79,598.8,foreground
test.wav,598.8,598.81,background
test.wav,598.81,599.02,foreground
test.wav,599.02,599.03,background
test.wav,599.03,599.14,foreground
test.wav,599.14,599.15,background
test.wav,599.15,600.38,foreground
test.wav,600.38,600.42,background
test.wav,600.42,600.5,foreground
test.wav,600.5,600.51,background
test.wav,600.51,600.7,foreground
test.wav,600.7,600.71,background
test.wav,600.71,601.16,foreground
test.wav,601.16,601.18,background
test.wav,601.18,601.19,foreground
test.wav,601.19,601.21,background
test.wav,601.21,601.61,foreground
test.wav,601.61,601.62,background
test.wav,601.62,601.99,foreground
test.wav,601.99,602.0,background
test.wav,602.0,603.09,foreground
test.wav,603.09,603.1,background
test.wav,603.1,604.67,foreground
test.wav,604.67,604.7,background
test.wav,604.7,605.82,foreground
test.wav,605.82,605.83,background
test.wav,605.83,608.27,foreground
test.wav,608.27,608.28,background
test.wav,608.28,608.29,foreground
test.wav,608.29,608.3,background
test.wav,608.3,612.21,foreground
test.wav,612.21,612.22,background
test.wav,612.22,612.23,foreground
test.wav,612.23,612.24,background
test.wav,612.24,612.87,foreground
test.wav,612.87,612.88,background
test.wav,612.88,613.06,foreground
test.wav,613.06,613.08,background
test.wav,613.08,613.09,foreground
test.wav,613.09,613.1,background
test.wav,613.1,613.15,foreground
